"","combined_pvalue","adjusted_pvalue"
"Hr",0.626715818834704,1
"Dad1",0.375487648450624,1
"Pja1",0.00523464327103912,0.476246148309463
"Lmbrd1",0.489364390797697,1
"Elavl2",0.161494665734867,1
"Nfib",0.126880864350144,1
"Copg1",0.25564039290655,1
"Mlx",0.419901830858179,1
"Nub1",0.304071454409298,1
"Smad3",0.263513213794117,1
"Cap2",0.161900121967644,1
"Slc13a3",7.16666594957616e-08,2.63321502487879e-05
"Ddx52",0.573490726328437,1
"Serpini1",0.0941841781587621,1
"Mrpl52",0.183806164790483,1
"Pde9a",0.356209911682755,1
"Gtf2h1",0.421792010005033,1
"Copz1",0.0649213779037873,1
"Mt3",0.0251962245798738,1
"Igfbp2",2.26416663196005e-11,1.78954935520206e-08
"Suclg1",0.582915674838464,1
"Arpp19",0.847743525419286,1
"Bcl2l13",0.535093619956711,1
"Tnnt1",0.532236307989419,1
"Rab8a",0.213011035723891,1
"Ube3b",0.00279870069104499,0.292429711742744
"Maml3",0.351787593523133,1
"Map7d1",1.05748120982074e-06,0.000304427358934368
"Wdr37",0.255620083924932,1
"Sfxn3",0.235697319602035,1
"Sptbn4",0.612564883974045,1
"Aldh1l1",0.0268042901825109,1
"Lypla2",0.446862208787114,1
"2610301B20Rik",0.331482503068061,1
"Ctc1",0.404384119196521,1
"Mapkapk2",8.12805321326882e-05,0.0145029033026264
"Phf23",0.145469316738478,1
"Aifm3",0.0336358083304703,1
"Atp6v1a",0.00954489963112459,0.761528351450669
"Trank1",0.747388892907059,1
"Smek1",0.526406017943907,1
"D14Abb1e",0.304033217572077,1
"Intu",0.167134943270204,1
"Cap1",0.336895472670331,1
"Zfp281",0.225644007669747,1
"H2afj",0.866796773065399,1
"Rptor",0.396626571836552,1
"Mrpl40",0.389627032105779,1
"Zyg11b",0.727757759865612,1
"Fam19a2",0.113427316157899,1
"Crabp2",0.0337712223958709,1
"Ctdsp2",0.810093234460911,1
"Creb1",0.210995963691317,1
"Uckl1",0.73191494948527,1
"Eef1b2",0.272656285402017,1
"Atp11a",0.0300138282471842,1
"Syngr1",0.034273674650107,1
"Scn2b",0.00141067872773987,0.169794214267896
"A830018L16Rik",0.84830045066205,1
"Dpf2",0.00909115238189112,0.734891287239028
"0610010F05Rik",0.504259178811893,1
"Smdt1",0.367739799075496,1
"Banf1",0.0334557713727452,1
"Matn2",0.0459926053312685,1
"Nsmce4a",0.946291738859687,1
"Rab31",0.0695866868109005,1
"Nap1l4",0.992800166749184,1
"Pex3",0.501092029817477,1
"Pla2g16",6.70554460679984e-07,0.000199731026713122
"Col6a1",0.155656142772507,1
"2610034M16Rik",0.560554734437221,1
"Cxcr4",9.05284541323215e-05,0.0158637132278514
"Ppapdc2",0.255153167691778,1
"Appl1",0.0561879594101334,1
"Zfp263",0.476590138848794,1
"Imp3",0.0863197222001877,1
"Sox1",0.00749140782642965,0.633436914716357
"Bmpr1a",0.000375336152336037,0.0535428373803103
"Prmt10",0.297652178755304,1
"Cfdp1",0.839880143883774,1
"Mapre2",0.202858415742266,1
"Ythdf3",0.322043519218373,1
"Rnf13",0.925119330850079,1
"Szrd1",0.320226492102574,1
"Setd2",0.0742988054790676,1
"Shisa6",2.04918954597733e-05,0.0043186599420629
"Hivep2",3.23967807414061e-07,0.000101647009260141
"Tnip2",0.779455494761166,1
"Zfp513",0.574458681268146,1
"Cln6",0.846947893668347,1
"Pvrl3",0.158665420296335,1
"Plxnb2",0.0417035028427264,1
"Atg4c",0.279940857758215,1
"Vim",2.83106871279415e-15,4.71974303104992e-12
"Slc8a1",0.000417919035926251,0.0587530203544646
"Fam213b",0.000867192416899976,0.110954258188883
"Med31",0.734284589559843,1
"Pink1",0.0807189146954325,1
"Dda1",0.231243282671252,1
"Mpc2",0.0137414139041097,1
"C1qb",0.216774306731342,1
"Glcci1",0.5226894101672,1
"Ranbp10",0.20688614987101,1
"Ccdc38",0.848006340318127,1
"Slc25a40",0.0397269401164211,1
"Klf13",0.510180822194848,1
"Trim46",0.00305620433849935,0.312038234662243
"Ccdc112",0.00689813906334269,0.59406602504648
"Marc2",0.0156032126180032,1
"Snx10",0.00540949643055116,0.487810158959862
"Sfrs18",0.146327096186612,1
"Carkd",0.600222394511581,1
"Smc5",0.921965743329654,1
"Hspa2",4.25952184734957e-06,0.00105493828713134
"Sel1l3",0.289441670363083,1
"Clic4",0.255819301757955,1
"Rnf6",0.123813941615727,1
"Slc6a8",0.0297531917577244,1
"Lyl1",0.019783506503579,1
"Gm1821",3.8109215227955e-09,1.85881971294684e-06
"Nudt18",0.232839698808571,1
"Efnb1",0.295078341190498,1
"Igsf3",2.4935609133081e-11,1.94772074811039e-08
"Tmx4",0.456519840099365,1
"Eif3f",0.202584512290043,1
"Egr1",1.66533453693773e-16,3.44469262614755e-13
"Src",0.249056914648006,1
"Mis18a",0.944643199323344,1
"Zfp239",0.437808132590409,1
"Vps16",0.725065685998063,1
"Oaz2",0.0901022970669155,1
"Dbnl",0.976379120844052,1
"Dlg3",0.048773269824004,1
"Ccp110",0.460743311580763,1
"Epb4.9",0.00126683811201939,0.15481665186559
"Rpl13a",0.00781248823915281,0.654148414837431
"Ddt",0.00151622496387627,0.179976899438255
"Sepn1",0.0891686052406331,1
"Slmo1",0.562957725460332,1
"Usp11",0.00112367708305872,0.139148244776384
"Bex1",0.776771671249202,1
"Ptgr2",0.149849183295445,1
"Vps41",0.512199716393795,1
"Fbxo25",0.63418837895156,1
"Pphln1",0.165765538767444,1
"Mob2",0.165220677475353,1
"Rab1",0.21523075768055,1
"Slc30a3",0.00404851922081334,0.389499345359593
"Vps28",0.961363926107439,1
"Pced1a",0.426114657818162,1
"Dapk1",0.0801160138085582,1
"Esrrg",0.355069569719179,1
"Rap1a",0.1763213181811,1
"Tmod2",1.71417019467768e-08,7.28016022121178e-06
"Narfl",0.761745542972415,1
"Fgf12",0.0738141033547332,1
"Usp36",0.554344326782407,1
"4933434E20Rik",0.672703595154165,1
"Nrxn3",8.32667268468867e-16,1.5501116817664e-12
"Rsrc2",0.790980348633326,1
"Ptdss1",0.37622063170528,1
"Gcsh",0.0513500708501264,1
"Rpl21",0.046656846100246,1
"Acsl3",0.703498364096039,1
"Mtx3",0.329331376008776,1
"Rpsa",0.159087224475188,1
"Dnajc13",0.317432938114201,1
"Adamtsl1",0.544422655596945,1
"Ythdc1",0.0349895820235879,1
"Nrn1",0.00151116546471258,0.179567159449983
"Rasa2",0.0256004666606942,1
"U2af1",0.801168382503757,1
"Zfp46",0.236724428125216,1
"Gatm",2.97914139302247e-06,0.00076673295938274
"Gps1",0.267925503712064,1
"Pik3ca",0.695419323215908,1
"Csnk1a1",0.920108126871837,1
"Tmem165",0.889964339660268,1
"Ddx3y",0.419732133399168,1
"Myl6",0.0945222695588787,1
"Gm20594",1.39623153538881e-07,4.76927578588215e-05
"Rab5a",0.0142498684394971,1
"Syvn1",0.538248408479552,1
"Bcor",0.000468184516004388,0.0651244768331936
"Kcnmb4",0.155109791784848,1
"Sirt2",0.158034868758537,1
"Igsf8",0.0435850443984026,1
"Ajap1",0.429472731767774,1
"Ccng2",0.790994382834322,1
"Armcx4",0.120065251563344,1
"Lims1",0.00198421278161376,0.222521331927239
"Sav1",0.274956019815697,1
"Mfap3",0.783160275428415,1
"Rnasek",0.0724516585868878,1
"Psmd8",0.394781205828605,1
"Zmym6",0.688517603599042,1
"Napb",0.0449633978801836,1
"Tpd52",0.0124460741137021,0.930517470945052
"Slc26a11",0.527373001677725,1
"Gpbp1l1",0.433749731518843,1
"Slc39a10",0.319000708902478,1
"Whsc1l1",0.458882047805163,1
"Edem1",0.207591331331286,1
"Tmem56",0.00114121965146013,0.14092070977652
"Tnip1",0.655029250014522,1
"Scn2a1",0.056732547463074,1
"Fbxw5",0.35815611900781,1
"Nbas",0.148030920124613,1
"Ubl3",2.49297419679939e-06,0.000649087487923482
"Helq",0.372541334094851,1
"Dhx9",0.377167233065569,1
"Fto",0.489994626345511,1
"Adck1",0.4758378806267,1
"0610031J06Rik",0.148858198322088,1
"D3Bwg0562e",0.160652644157832,1
"Cisd2",0.392598352375004,1
"Clip3",9.10226379946533e-06,0.00208339847676387
"Abhd3",0.0350472401288335,1
"Ppp1r13b",0.00198145113668563,0.222434953032183
"Naglu",0.778144937732828,1
"1110037F02Rik",0.613652037525017,1
"Galt",0.102597810719452,1
"Phyhipl",0.000931238318293615,0.117799346354782
"Myl12a",0.0260538821567347,1
"Flywch1",0.025819107995852,1
"Rnf215",0.250066506832637,1
"Zfp758",0.511035136607576,1
"Amz2",0.157911822638438,1
"Fry",0.341506903886998,1
"Brd7",0.353866048277692,1
"Zfp40",0.433336114544951,1
"Hectd1",0.27956126034027,1
"Epb4.1l3",0.000859308421182814,0.110071612637581
"Mfap3l",5.52774492845742e-12,4.74949449718818e-09
"Dync1li2",0.208425660975108,1
"Aar2",0.587977017129477,1
"Notch2",0.163784267794992,1
"Calcoco1",0.404000487530103,1
"Ssr2",0.543226005802934,1
"Ggnbp2",0.656034627939097,1
"Ccnk",0.415391261469646,1
"Ykt6",0.653973050640104,1
"Pcmtd1",0.252992825672838,1
"Kdm6b",0.0647409992843497,1
"Sncb",2.4532193371174e-07,7.89677294248328e-05
"Fam174a",0.767988431032963,1
"Slc38a10",0.85469447683508,1
"Vps35",0.917859162700716,1
"Mmaa",0.729635187692352,1
"Srp14",0.71541178456503,1
"Syn3",0.57771349748212,1
"Slc38a3",2.29332307639107e-05,0.00475246822965366
"4930453N24Rik",0.140570574473403,1
"Fam222a",0.73013332138779,1
"Atrn",0.220230264352184,1
"Hexa",0.227192581171278,1
"Dnajc2",0.743337200979225,1
"Ap1s1",0.0271361576247288,1
"Ncoa2",0.275051817367338,1
"Pdcd6ip",0.878606946141983,1
"Spcs3",0.506792473457363,1
"Xpo1",0.63516150659957,1
"March6",0.104081032475236,1
"Rnaset2b",0.00601924528936243,0.530056219803945
"Hmbs",0.577308760446087,1
"Ldlrad3",0.237521816432457,1
"Pkm",0.081991314208308,1
"Pde10a",0.109110895912025,1
"Fabp5",0.137504511278563,1
"Pttg1ip",0.231531375860298,1
"Ube2r2",0.732171433630413,1
"Lpar1",1.66533453693773e-16,3.44469262614755e-13
"Ptpra",0.295658420295601,1
"Wbp5",0.270606322363387,1
"Syt7",8.42361423947224e-08,3.05485428817818e-05
"Rnf115",0.0357073678081364,1
"Hs6st2",8.0052214751769e-05,0.0143065883360016
"Tmem9",0.781763072085991,1
"Mrpl38",0.311252976695947,1
"Pdlim5",0.00976857328497649,0.770956734054057
"Rbm45",0.236913139411859,1
"Ppm1a",0.00168164092215001,0.195254450427224
"Ext2",0.510038157987654,1
"Gfpt2",0.155844128156381,1
"Tsg101",0.128356618555479,1
"Lrig1",2.24408127702524e-06,0.000595386842379993
"Usp12",0.114811455967386,1
"Astn2",0.312760180529303,1
"Aldh6a1",0.207966183837486,1
"Tmed5",0.00473708234359882,0.442290839857332
"Ranbp3",0.353493684608399,1
"Gtl3",0.227549844751846,1
"Kin",0.208598862283719,1
"Nppa",2.91253438033934e-09,1.45884430348378e-06
"Exoc1",0.496085012637519,1
"Samd8",0.972949460073866,1
"R3hdm1",0.000966711103792484,0.121524746948791
"Rps24",0.894799465857211,1
"Sp9",2.23726365211618e-09,1.14631353313123e-06
"Rnft1",0.972477612007876,1
"Limch1",0.135200963120592,1
"Scube1",0.011185286773407,0.855144789022505
"Tmem14c",0.321597391959421,1
"Tmem86a",0.0726585214795947,1
"Ccdc91",0.0226510353224251,1
"Tbc1d9",0.38042367960747,1
"Cend1",0.0307464082191902,1
"Prune",0.988140593971559,1
"Ostm1",0.778853295859273,1
"Lphn1",0.200476435864052,1
"Trp53bp2",0.370142838772324,1
"Dap3",0.104738801923207,1
"Cenpl",0.731687532090869,1
"Tspan9",0.185124963230876,1
"Ptpn11",0.921007160289395,1
"Acadvl",0.568401113871115,1
"Dzank1",0.00962961210814817,0.765008427126011
"Csgalnact1",0.490173468482512,1
"Ptprn2",0.602213332553876,1
"Hmgb3",0.227022638184691,1
"Stx3",0.665598977629117,1
"Safb2",0.100275055845494,1
"Eef1e1",0.767818111134232,1
"Cntnap4",0.44935854728674,1
"Rab9",0.224247823073184,1
"Nanp",0.389764852015358,1
"Katnb1",0.361468599379481,1
"Tmem98",0.549452076865102,1
"2510009E07Rik",0.120822837006082,1
"Sgta",0.0483578265218686,1
"Timm50",0.995405518210953,1
"Map2k7",0.271041344592887,1
"Hnrnpa0",0.0494945547283572,1
"Tm2d1",0.763285191316899,1
"Wdyhv1",0.355556777913403,1
"Rps7",0.644944101380034,1
"Mier3",0.889325628149357,1
"Efcab14",0.771807667191943,1
"Nr4a2",0.0429328793548694,1
"Rgs11",0.245334220731003,1
"Psap",0.00545770645448707,0.489647530052755
"Ndufb5",0.209646024066003,1
"Pitpnm3",0.505126658341796,1
"Lyrm4",0.257800615591519,1
"Rps6kb1",0.405789276401938,1
"Hps4",0.534005104955096,1
"Purb",6.38183151879801e-08,2.39205861192233e-05
"Atp13a2",0.105627701586562,1
"Snrpa",0.773017368193697,1
"Dlx5",0.000216065371060725,0.0335659562173315
"Esyt2",0.0379486266355933,1
"Rpl34",0.222975006612156,1
"Hpdl",0.0801899523864077,1
"Gne",0.415029054897876,1
"Spg11",0.693988439128404,1
"Rab2a",0.00291086294586362,0.300664730610897
"Vars",0.364116357035845,1
"Atp6ap2",0.0805809023058512,1
"Gm14164",0.321925843814287,1
"Plekhm3",0.448485433549031,1
"Rras2",0.405434665639546,1
"Mgat5b",0.0180436850631832,1
"Eif3l",0.0452852671955835,1
"Prrc2a",0.52064511644531,1
"Kank3",0.0180670006908571,1
"Pla1a",0.152662840181298,1
"Fkbp8",0.227165552404239,1
"Pebp1",1.12919640304909e-09,6.18275539362463e-07
"Mycbp2",0.128057450299337,1
"Snw1",0.576096773975715,1
"Rpap2",0.194064618713903,1
"Asap1",0.0177782460142605,1
"Msl1",0.521802881939608,1
"H1f0",0.0831727927561962,1
"Fdps",0.537574152681727,1
"Fut9",0.00057767822156074,0.0783071701165519
"Arhgef19",0.178622478750679,1
"Stmn3",0.00848638968799603,0.69904643806246
"Gnl3",0.0868278639489821,1
"Arid2",0.317332842500963,1
"Aes",0.71810964830093,1
"Set",0.391133530713549,1
"Arhgef40",0.389066445254071,1
"Gm2a",0.800158128733413,1
"Ppp4r1",0.675035139551509,1
"Hadh",0.000668479750021933,0.0885380214954713
"Nr3c1",0.0610237535289058,1
"Otud4",0.215247502174514,1
"Fam53a",0.46543724611276,1
"Sorl1",0.723035159771694,1
"Snx5",0.245941495839442,1
"Rpl11",0.0237419067947905,1
"Mfn2",0.582910999052482,1
"Pnpla8",0.00618777880139038,0.541235942219132
"Aebp2",0.508738686085503,1
"Mia3",0.22487645117221,1
"Ahsa1",0.0480976747746795,1
"Arl4d",1.36319392434747e-05,0.00302113304846649
"Gpn3",0.316770581450922,1
"Pbx2",0.648456925772242,1
"Dpy19l1",0.0394716294796237,1
"Ndufs8",0.632389508177253,1
"Gas2l1",0.453477220998627,1
"Tcf7l1",0.735124653360593,1
"Pomp",0.0153764952557545,1
"Gabra4",0.0140003812720158,1
"Hes5",0.000114939044818296,0.019481613158814
"1700020I14Rik",0.360806443008727,1
"Omp",5.55111512312578e-17,2.21444525966628e-13
"Kif5b",5.55111512312578e-17,2.21444525966628e-13
"R3hdm2",0.00017139180861736,0.0275453315070575
"Prepl",0.623074287384123,1
"Kdm5b",0.457630379674756,1
"Aldh5a1",0.0143749545884096,1
"Leprotl1",0.157584303717267,1
"Trpm7",0.145252342806879,1
"Rhoq",0.00410202265831611,0.393291785794172
"Cyth2",0.00156199609500907,0.184429994686565
"Abcg1",0.251200853298964,1
"Sec23b",0.703156397879857,1
"Dab2ip",1.08915341190396e-08,4.80851839143063e-06
"Rab3c",0.0105724278522474,0.822362004725274
"Minos1",0.17574055467598,1
"Snrk",0.000303691127292338,0.0446923379491823
"Atp5g2",0.60053694742912,1
"Hmg20a",0.179304816643731,1
"Dscr3",0.69224513866692,1
"Hibadh",0.454491296720873,1
"Dyrk1a",0.0684911648889909,1
"Rspry1",0.185353459066099,1
"Synm",0.0194609189296946,1
"Rps17",0.202377990846907,1
"2310033P09Rik",0.910685398061648,1
"Pdhx",0.0943431076949569,1
"Bai3",0.0752610107098938,1
"Ctnnd1",0.00250933769284029,0.267448750901333
"Plagl1",0.175127578267697,1
"Otub1",0.0655142398583535,1
"Lmbr1",0.626472447554528,1
"Slc4a3",0.357995432985363,1
"Meg3",0.004496404571878,0.424903834663695
"Vps54",0.843090761925806,1
"Fxyd7",0.0949184003903719,1
"Nxph4",0.512376856377258,1
"Klhl4",0.954963705916565,1
"Wdr6",0.520855621289732,1
"Ppp1r16b",0.00385015439652453,0.374936286877687
"Gnai2",0.0696234599591211,1
"Sgpl1",0.0865838941476241,1
"Brox",0.578255606125748,1
"Cep120",0.757587779908876,1
"Dcun1d3",0.462362931340732,1
"Pygm",0.00176899660584606,0.20328413262983
"Rab11fip5",0.211350439673085,1
"Srsf7",0.0176626828849498,1
"Uqcrfs1",0.346460668087752,1
"Aak1",0.119370244552838,1
"Slc37a4",0.28728808306116,1
"Ncdn",5.55111512312578e-17,2.21444525966628e-13
"Lman2",0.24743943480308,1
"Rwdd2b",0.330684331169949,1
"Cnot4",0.0108188627664924,0.835497294660963
"Jazf1",0.186934097429835,1
"Slc1a1",0.504441178227436,1
"Slc41a3",0.0662843570105344,1
"Atxn7l3b",0.0134768009070663,0.989692649762096
"Nol7",0.00812619308803042,0.674176855349391
"Strip1",0.0392719822062574,1
"Slc6a17",0.238732266718178,1
"Ndufa7",0.527168760707525,1
"Zdhhc3",0.295468041190641,1
"Glul",5.55111512312578e-17,2.21444525966628e-13
"Capza2",0.427509727976528,1
"Plxna1",0.442484316128935,1
"Stx17",0.205953384165785,1
"Adcyap1r1",0.914181486522472,1
"Nlgn2",0.182181542309676,1
"Ptpn18",0.183260986474852,1
"Emc7",0.256385064424428,1
"Usp54",5.98447237321054e-08,2.25827538985618e-05
"Tpst1",0.727964878765131,1
"Peg13",0.612189315566601,1
"Tmem66",0.239083680801924,1
"Eif4a2",0.113424980252854,1
"Filip1l",0.760565786879736,1
"Prkacb",0.667240990877559,1
"Cenpv",0.0334051276303304,1
"Tmem176a",9.68378433907069e-05,0.0167958500226454
"Sypl",0.000295293887789261,0.0436290150396774
"Tmem243",0.484095554057333,1
"Gnal",0.00345278830018059,0.344653434953013
"Cfl1",0.00030270583329961,0.0446061079244407
"Etnk1",5.32750754622668e-09,2.51083673426265e-06
"Nhsl1",0.107249148408395,1
"Cbr4",0.407779393212828,1
"Celf1",1.59057746973446e-07,5.3513023458741e-05
"Slc17a6",0.000575521076968344,0.0782045753162164
"Prr14",0.150463896247881,1
"Rnpc3",0.489525954036063,1
"Cndp2",0.333323139094506,1
"Psma7",0.522059222279498,1
"Gng3",0.00275262914471214,0.288425228591638
"Lrp8",0.000767835521962412,0.0996111134517102
"Phactr2",0.134494245004277,1
"Snrnp25",0.282896965710271,1
"Parp9",0.540323152662823,1
"1110001A16Rik",0.545980776220861,1
"Tox3",0.459346468933443,1
"Camk1",0.520131315874592,1
"Larp1",0.337761738600363,1
"Klhdc8a",0.129357255376482,1
"Pdcd10",0.416010689619291,1
"Robo1",0.454924946855141,1
"Kcnj16",0.00856879080195017,0.70375805401802
"Ndufv2",0.315356726930482,1
"Ppp2r4",0.291747154946115,1
"Rbm28",0.147074559715721,1
"Ywhah",0.000102051685738624,0.0175637898655951
"Txnl4a",0.0121342047138884,0.912776259328653
"Unc80",0.000342034819584169,0.0496160676692342
"Mgrn1",0.248027289946347,1
"Ruvbl2",0.00252500646696308,0.26860614380459
"Usp25",0.0653443654809658,1
"Chd3",0.00261958512235644,0.277346571723804
"Gstp1",0.0247537712087807,1
"Zbtb33",0.0534104067031116,1
"Guk1",0.81674330940402,1
"Clasp1",0.604969413280728,1
"Ipo5",0.433979068450794,1
"Mpv17l",0.753100809623523,1
"Glo1",3.86679866529183e-05,0.00763093712428824
"Ptma",0.00391378744927517,0.380138749908528
"Sbk1",0.483450899792443,1
"Tbc1d14",0.292412700835886,1
"2700097O09Rik",0.318568251127315,1
"Brap",0.190585367490363,1
"Palm",0.0276792574931669,1
"Mmp24",0.081615477108784,1
"Dnajb5",9.06113879490245e-05,0.0158637132278514
"Sorbs1",1.89626092605977e-13,2.1835800020264e-10
"Fzd3",0.235428471729447,1
"Pak1ip1",0.323314432967827,1
"L2hgdh",0.228619537278569,1
"Lynx1",0.0494767457494682,1
"Hacl1",0.538122837453546,1
"Krtcap2",0.344771691665263,1
"Atp5j",0.0629684106713931,1
"Lhfpl3",0.000284266495816532,0.0423922633632043
"Prosc",0.430242465702299,1
"Rpl3",0.115455108194791,1
"Actr3",0.396641960750607,1
"Srrm4",0.579106532378704,1
"Cox18",0.929453944762193,1
"Taf5l",0.657823745801934,1
"Rpl19",0.390667470057846,1
"Klhl26",0.567008035022451,1
"Uba3",0.853761741060217,1
"Mrpl49",0.0728803450829901,1
"Apmap",0.068842275128603,1
"Aff4",0.0501073910313762,1
"Klc2",0.0494160625776752,1
"Homer2",0.132626598592211,1
"Tacc1",0.000223482678510301,0.034430918443067
"Ankrd34c",0.123625235091354,1
"Nucks1",0.0228890244473474,1
"Tspan12",0.196215498969963,1
"Sec61a2",0.918884994434555,1
"Man2a2",0.864082448138014,1
"2810407C02Rik",0.207401117500726,1
"Sparc",7.89985626914458e-09,3.60655958749639e-06
"Icam5",6.49480469405717e-15,9.80340901441451e-12
"Ccser1",0.27188324541618,1
"9830001H06Rik",0.790137310852939,1
"Vwa5b2",0.813575068300811,1
"Higd2a",0.243978692605947,1
"Sort1",0.0354966679376844,1
"Garem",0.417358176182831,1
"Dpp7",0.536527124394348,1
"Frmd4b",0.0526404767112685,1
"Tspan33",0.741149281356284,1
"Gabrg2",9.33965477970533e-05,0.0162747955153979
"Slc39a12",0.00503130609828012,0.462537776637453
"Pde7a",0.746348985277534,1
"Tmem50b",0.00892740189678987,0.726062234281958
"Ckap4",0.168355113354625,1
"Tmem18",0.0972270206089736,1
"Osbpl5",0.347019747167309,1
"Rcbtb1",0.80008758704168,1
"Cluap1",0.220237445966485,1
"Inpp5b",0.0452741452256633,1
"Setdb1",0.00330698608989166,0.333076174773777
"Msantd4",0.0980410216394897,1
"Tmem240",0.547282632385901,1
"Nf1",0.286219114308114,1
"Mitf",0.0060267462955067,0.530056219803945
"Dnpep",0.915625784682828,1
"Nadk",0.578908808820161,1
"Abcd3",0.151275297808243,1
"Nacc2",0.458504785413662,1
"Gria2",1.40511228192142e-05,0.00310172477807008
"Golim4",0.90916579281727,1
"Pak1",3.67299548720279e-07,0.000114598811723012
"Ank1",0.321436093715034,1
"Mul1",0.0272982887518474,1
"Insig1",0.352778011233751,1
"Fads1",0.000207869761174373,0.0323828380394724
"Dnaja4",0.217856914605906,1
"Nsd1",0.890500723427638,1
"Slc12a2",0.291497721493271,1
"Sash1",5.55111512312578e-17,2.21444525966628e-13
"Ogfod1",0.362297080780552,1
"Lgmn",0.00931411580012964,0.748461695688373
"Rnf14",0.352385263017021,1
"Bmp7",1.07767648305224e-07,3.80929028887302e-05
"Sec13",0.264998689165606,1
"Dchs1",0.0204225460843945,1
"Zfp580",0.680369773851604,1
"Cstf3",0.364490597884122,1
"Adprh",0.608351179481451,1
"Celf4",0.0571089456888673,1
"Zmynd8",0.0612153184619628,1
"Copb2",0.697721569814877,1
"Gas1",0.653645411741315,1
"Arhgef9",0.0559021642950933,1
"Mbd2",0.558529720393725,1
"Fam163a",0.138885688750036,1
"Dpp8",0.141551664887581,1
"Mir682",0.148823922626377,1
"Dennd5a",0.0328842510324683,1
"Arl6",0.206669526091838,1
"Srek1",0.0848530277885216,1
"Cetn3",0.837378809419121,1
"Zfand2a",0.619050938429039,1
"Slc35a1",0.461567790592734,1
"Rere",0.294524528175706,1
"Ppm1e",4.10060874145302e-13,4.49046078165034e-10
"Crip2",0.487209502180094,1
"Mll2",0.0184908974148689,1
"Cox7b",0.0861144476925708,1
"Ralgds",0.150028796553825,1
"Pank4",0.572342931010736,1
"Aqp1",4.9377815114493e-07,0.0001523582743294
"Tra2a",0.00185001500867876,0.210215376646784
"Crkl",0.367151672341913,1
"Pde6d",0.830315684092652,1
"Gprasp2",0.0117471831837611,0.888976191699569
"Ap1g1",0.52212103084763,1
"Tfeb",0.140216225817749,1
"6430548M08Rik",0.0867613461680415,1
"BC005764",0.393502351621368,1
"Rab27b",0.384450652534881,1
"Nmnat2",0.117930625275101,1
"Pafah1b2",0.00170132254636313,0.196925560575081
"Chchd2",0.463370161854186,1
"Pik3r3",0.0977680705644504,1
"Mrps30",0.202921180638506,1
"Tmem237",0.445384678526063,1
"Pptc7",0.199193893262915,1
"Otud6b",0.000643868302053152,0.0855152944871077
"Uqcrh",0.0578200994544881,1
"Calb2",6.8489933724436e-09,3.17433274940634e-06
"Cebpd",3.58746365947127e-12,3.20568056146672e-09
"Park7",0.474531365436081,1
"Terf2",0.747157455849358,1
"Gnao1",0.0866909070872339,1
"Mrps14",0.181139777930288,1
"Actb",0.000190951435693421,0.0302107128729774
"Dhx40",0.725734767300572,1
"Unc45a",0.934867045921608,1
"Coa6",0.918839363555578,1
"Grik3",0.262620640352162,1
"Ldlr",0.498758799182103,1
"Tbl3",0.640758725287246,1
"Htatsf1",0.381543309086692,1
"Cct7",0.494487441038066,1
"Elavl1",0.19031883850863,1
"Hepacam",0.0030216175661259,0.309537623955142
"Fbxo3",0.687379923767736,1
"Kpna3",0.0111457859110957,0.853292937883499
"Vstm2a",0.0342908553556835,1
"2310036O22Rik",2.65017889378161e-06,0.00068681641622464
"Uso1",0.603587313693448,1
"Scyl1",0.598818766025647,1
"Akap10",0.000292578258010934,0.0433424493452528
"Nop58",0.542981652369749,1
"Fam81a",0.00972928992995203,0.769098084873654
"Tbc1d10b",0.293687905357149,1
"Trappc3",0.125257854532804,1
"Chrm1",0.000376237503469323,0.0536029594045894
"Tlk1",0.868426144646793,1
"Fam134c",0.407762001563001,1
"Pcdhb16",0.85957235418027,1
"Crebzf",0.553878094671209,1
"Parp1",0.0353514165657312,1
"Hrsp12",0.30968756493144,1
"Baz2a",0.238451536590146,1
"Atcay",3.91320556987207e-05,0.0077088989069827
"Rpl28",0.040214960469016,1
"Mrpl51",0.664259185160012,1
"Polrmt",0.704999982058356,1
"Gdpd5",0.0184490056272637,1
"Telo2",0.264562973705025,1
"Sec61b",0.220135077772577,1
"Chst10",0.0474287475548844,1
"Fhit",0.792355640151175,1
"Prdx4",0.227943666201709,1
"Mid2",0.0627508209369026,1
"As3mt",0.267897675694242,1
"2610306M01Rik",0.780740517346593,1
"Cbfb",0.0881271535594237,1
"Tmem25",0.0139735704200557,1
"Manf",0.325720115959939,1
"Kalrn",9.23583043377363e-10,5.31761593569303e-07
"Gpr123",0.0614760673945339,1
"Fermt2",0.00506117296844366,0.46419762051029
"Wac",0.532371289574191,1
"Pmpcb",0.94429528725807,1
"Stk24",0.283372774153764,1
"Bambi",1.18690668404753e-10,7.93858045835613e-08
"Ly6h",0.289678122962845,1
"Polr3e",0.504951725136354,1
"Lsm7",0.240489128832689,1
"Dhx29",0.22094133788806,1
"2510039O18Rik",0.927939844244396,1
"Mcam",0.422664075243362,1
"Elavl3",0.0606861968502772,1
"Ergic1",0.802691679512855,1
"Kcnq1ot1",0.0691242364054118,1
"Lpin2",0.00530601723849883,0.481452393402173
"B630019K06Rik",0.00335736178763923,0.337845322674698
"Spata13",3.97018742901989e-05,0.00777998752426728
"Ddx28",0.475430270509247,1
"Hdhd2",0.837307304712074,1
"Bnip3l",0.342083562241592,1
"Lrp1b",0.173367223529314,1
