"","combined_pvalue","adjusted_pvalue"
"Gm5069",0.127842652617273,1
"Pcca",0.4292431249523,1
"Zfp708",0.444291092434842,1
"Eps15l1",0.242205843446157,1
"Itga6",0.152678076504815,1
"Nagk",0.164073681958897,1
"Srd5a1",0.031466696608414,1
"Acad9",0.153615482791294,1
"Setbp1",0.434539221497332,1
"Sfmbt1",0.0637897062167521,1
"Nop16",0.763353513272934,1
"Oraov1",0.780461130849786,1
"Sertad2",0.88778747340497,1
"Gstk1",0.0790041748869843,1
"Egfl8",5.599275343382e-07,0.000170880885288761
"Camsap3",0.137051057194673,1
"Tmem218",0.0850206292756243,1
"Cdc42se1",0.130476557141881,1
"Tyw5",0.822837068439632,1
"Mcm7",0.064156569644316,1
"Klhl18",0.919536365211793,1
"Map4k5",0.229457946441541,1
"Dennd2a",0.42960534281503,1
"Cabyr",0.878772863572609,1
"Zfp799",0.189038937580596,1
"Zfp597",0.735346762791826,1
"Pak4",0.142285166390271,1
"3632451O06Rik",0.0517263582583212,1
"Gm5523",0.301243199014774,1
"Brdt",0.63616152101635,1
"Bin3",0.603131698267184,1
"Unc93b1",0.341080746414146,1
"Pdk1",0.304817575722587,1
"Gpnmb",0.277766797351304,1
"Cep89",0.311939170031408,1
"Prok2",0.723630562857714,1
"Nbeal1",0.00544037951512544,0.489271982491962
"Fam189a1",0.135944000862803,1
"Yeats4",0.67934852996349,1
"Adam33",0.228807118579087,1
"Mettl25",0.219052300059953,1
"Ptprr",0.659920317943965,1
"Exosc10",0.271703064078709,1
"Flot1",0.651063323322016,1
"Sap18",0.235637487691176,1
"Cd151",0.540847605388703,1
"Zfp397",0.4604856789098,1
"Pttg1",0.576952210993256,1
"Porcn",0.0484117349778201,1
"Scnm1",0.59442313116012,1
"Tmem209",0.137005180813535,1
"Chrna3",0.301435726645575,1
"Bbs10",0.247025375230407,1
"Coq3",0.715085925544461,1
"Dcdc2b",0.764167969568333,1
"1810043G02Rik",0.949665460936523,1
"Map6d1",0.917166152666224,1
"Zkscan6",0.642696459617247,1
"Acn9",0.349048974084423,1
"Tmem109",0.506945771203769,1
"Map2k3",0.67646804249472,1
"Cry1",0.321468476426015,1
"Mapk1ip1l",0.287403083096067,1
"Slc7a6",0.526846316179776,1
"Eps8",0.129223482751376,1
"D3Ertd751e",0.0141225344593912,1
"Gga2",0.534915628338243,1
"Zfp563",0.116912793163636,1
"Npc1",0.423062884608074,1
"Aars2",0.560293048342658,1
"Asphd1",0.43221979258562,1
"Zfand1",0.267387444219754,1
"Tmem258",0.374143546312258,1
"Tmem41a",0.553467964560579,1
"Fez2",0.000968304579301249,0.121524746948791
"Nfkbiz",0.697285624908056,1
"Speg",0.58058193959503,1
"Leo1",0.244265150144575,1
"N4bp3",0.487432579560148,1
"Smoc2",0.0442167508615444,1
"Vps33a",0.361334157486532,1
"Ptplb",0.564599720163327,1
"Gmps",0.1466634810353,1
"Mettl7a1",0.0251750264387497,1
"Ctdsp1",0.697599996636237,1
"Nelfcd",0.718800014306578,1
"Lzts3",0.674150479242701,1
"Rapgef6",0.00941910570538446,0.755268376073281
"Lrrc14",0.223404718133046,1
"Pradc1",0.208374239602358,1
"Lrch1",0.767821082893707,1
"Smap1",0.491684288009888,1
"Itpripl2",0.045108283990722,1
"Gnaz",0.111429424483434,1
"Mfsd7b",0.523444962838734,1
"0610007N19Rik",0.226072405487977,1
"Acot1",0.195384153580536,1
"Rab40c",0.240576599756556,1
"Naa15",0.295108553612752,1
"Fam43b",0.0022668043980289,0.247503394253173
"Vamp3",0.0196658080978968,1
"Pcnt",0.321271869290207,1
"Bckdk",0.520532022189592,1
"Scmh1",0.0333752964697723,1
"C920006O11Rik",0.813857297060124,1
"9330151L19Rik",0.609553433900983,1
"Afap1l1",0.470422289482714,1
"Stat6",0.903487277320105,1
"Cd276",0.165319693546972,1
"Pnoc",0.527824802214648,1
"Zfp217",0.048259759364055,1
"Aco1",0.0624430179857729,1
"Myd88",0.326582149239609,1
"Grk5",0.430960882222,1
"Phldb2",4.91832591320573e-09,2.33429505314726e-06
"Chml",0.00145768846094452,0.174138921895764
"Gemin4",0.189706187954371,1
"Entpd1",0.000313329671814022,0.0460501106297451
"Fbxo32",0.0726989369859156,1
"Kcnh4",0.208099189535957,1
"Col12a1",3.06294548663155e-06,0.000782889695398117
"Cacna2d2",0.0207061501823292,1
"Cnot6",0.0010352086223781,0.129051369395174
"Arhgap18",0.897067286200474,1
"Stat1",0.284095236289897,1
"Rbm19",0.767359247082878,1
"Ehbp1l1",0.16187372533368,1
"Kcnk12",0.371227156416552,1
"Daam2",0.118471978444661,1
"Rnf168",0.802860155046209,1
"Ifitm1",0.0901606124026418,1
"Cnga2",0.358940926686947,1
"Gcc1",0.2539589806677,1
"Actr5",0.160386184738596,1
"Cxcr5",0.148526414946556,1
"Hic2",0.699699319894037,1
"Alkbh7",0.201657422535538,1
"Ubxn2a",0.728523439004076,1
"Cckbr",0.0435727259401499,1
"Mboat2",6.35458947157441e-05,0.0116361605436211
"Enox1",0.415537860903138,1
"Heatr6",0.156650909670771,1
"N4bp1",0.462023250012839,1
"Ncstn",0.971563293951303,1
"Rnf130",0.425668414928076,1
"Pex5l",0.0216556128389748,1
"Nup210",0.731900951550839,1
"Golga5",0.338834279888835,1
"Htr5a",0.682080116773264,1
"Glmn",0.0935767827650398,1
"Tex30",0.257977961021908,1
"Phc1",0.854798144534652,1
"Fkbp15",0.730495384248722,1
"Lyplal1",0.601287758998798,1
"Rbm12b1",0.583981716353661,1
"Papss2",0.426483096749492,1
"Gpr137b-ps",0.306500443098916,1
"Nfatc3",0.776104746089104,1
"Hyi",0.491261201885638,1
"Shf",0.368495712703478,1
"Rell1",0.813888392288422,1
"Dennd4b",0.0868787351750264,1
"A830009L08Rik",0.175780772534489,1
"H2-DMa",0.0907823810747534,1
"Rps19bp1",0.147497860597208,1
"Zfp703",0.00508762998500484,0.465351995879995
"Pcdhb17",0.389271148124127,1
"Zfp472",0.0534076381243278,1
"Car4",0.00314427255547434,0.319278920347401
"Bpifb3",0.89694066387145,1
"Zfp3",0.860352324888991,1
"Tssc4",0.0159083889125263,1
"Pus7",0.761590873497026,1
"Aspdh",0.433049985154547,1
"Oxld1",0.398115759669503,1
"Clybl",0.883340093870415,1
"Kcnf1",0.21733422247433,1
"Pgam5",0.526782875051724,1
"1810030O07Rik",0.0180186003904331,1
"Tmtc2",0.466701752792011,1
"Cul2",0.662994573465785,1
"Emid1",0.440602800514125,1
"Zfp282",0.00479386419575634,0.445105382257466
"Ikbkg",0.562981241455355,1
"Obfc1",0.803599572946974,1
"Klhl32",0.646051055876506,1
"2510002D24Rik",0.191744825285613,1
"Nphp4",0.598088171651347,1
"Irf2bp1",0.616289750435906,1
"Armc5",0.890241189747877,1
"1500015A07Rik",0.529608075173671,1
"Rundc3b",0.610956486370011,1
"Olig2",0.0879263817986209,1
"Vti1a",0.162717666676714,1
"Itgb8",0.586819522731863,1
"Mfsd1",0.518342948828029,1
"Evc",0.118759619205442,1
"Zbtb20",0.00509307358176803,0.465351995879995
"Gpr75",0.191003114701852,1
"Cep250",0.0578128959967152,1
"Med4",0.353658353338719,1
"Nubp1",0.466611941089834,1
"Nxph1",0.283886806625448,1
"Apbb1ip",0.370617761794777,1
"Zfp467",0.175387657708643,1
"Pdcd2",0.0720157151467797,1
"Isy1",0.122496394551692,1
"Brd8",0.499616079923519,1
"Mpzl1",0.0793686528953282,1
"Foxn3",0.115856356434121,1
"Kcnc4",0.194572791193475,1
"Zfp105",0.741319876736919,1
"9630013A20Rik",0.278608303321764,1
"Pigs",0.553611222218015,1
"Cenpq",0.161945177642236,1
"Rpa3",0.502879511189741,1
"Arfgap3",0.532795743512645,1
"Ppp1r12c",0.336923399490961,1
"Ptpn9",0.989402145270026,1
"2310022A10Rik",0.456508068167173,1
"Zbtb11",0.28558230429406,1
"Ephb3",0.00543292943943779,0.488995687977226
"Ppwd1",0.495478117664569,1
"Phactr4",0.447001083111785,1
"Nudt16",0.270420773852784,1
"Impa2",0.475345309780397,1
"2700062C07Rik",0.29869473594561,1
"3110035E14Rik",0.83057499382077,1
"Atf6",0.573850796216635,1
"Vprbp",0.475991185288161,1
"0610009L18Rik",0.694499898710768,1
"Cog5",0.799246739184427,1
"Spsb3",0.817864928655439,1
"Tead1",0.168572147240546,1
"Clcc1",0.586802718224257,1
"Decr1",0.0140110207118793,1
"Kdm6a",0.574520728218041,1
"Ldlrad4",0.650912697580048,1
"D430041D05Rik",0.00322377025727738,0.326461008597297
"Plk3",0.355096779942663,1
"Dcakd",0.391793398718994,1
"Utp14a",0.648084245235547,1
"S100a13",0.344013895059508,1
"Usp3",0.561769977166101,1
"D17H6S53E",0.490614203666024,1
"Baz1a",0.0405263789292509,1
"Mxd1",0.527619657786935,1
"1700012B15Rik",0.445079247461453,1
"Tinagl1",0.57857807940773,1
"Adra1a",0.35424633836159,1
"Dhfr",0.756432604366122,1
"Gpr126",0.00650845747052542,0.565741047148038
"Egln3",0.705971667793974,1
"2810021J22Rik",0.92303838384747,1
"Ccna2",0.668311882810445,1
"Srpk1",0.0619070264008484,1
"Snhg4",0.13264584444032,1
"Nfatc2ip",0.886131328318241,1
"Nfkb1",0.162848830448356,1
"Sh2b2",0.253369358580859,1
"Lypd1",0.673693300165022,1
"Lgr6",0.594457393003097,1
"Serac1",0.644802781825331,1
"Ier3",0.645388528901611,1
"Arhgef16",0.0265538989404608,1
"Gigyf2",0.486368345608587,1
"Iffo1",0.110688500080593,1
"Cd320",0.15708652247348,1
"Swap70",0.0539759171907989,1
"Krt12",0.245329034019461,1
"Unc5a",0.00062545775923839,0.083467090087459
"Abi3bp",0.767406714960173,1
"Pard6g",0.392655500224523,1
"Zfp143",0.242009150561034,1
"Dtnb",0.0451576651414345,1
"Htr1a",0.436100275189636,1
"Serpind1",0.679009447984847,1
"Efemp1",0.0025727542087286,0.273165157513181
"Asb2",0.133899248068036,1
"Sppl2a",0.254156797900958,1
"Hdac10",0.401517667412764,1
"Tmem180",0.324758871043515,1
"Cdc42bpg",0.0232908669020243,1
"Glra2",0.994133912102709,1
"Abcc1",0.0899617176781192,1
"Bag1",0.748550602419038,1
"Stx2",0.578136567583643,1
"Igfbp6",0.422074484317782,1
"Zbtb26",0.220023755218832,1
"Ptprb",0.0979230817560766,1
"Slc9a8",0.0318689862719003,1
"Car12",0.215604626572437,1
"Tmem185b",0.0529853038974745,1
"Hcn3",0.13267153140048,1
"Pepd",0.55239022486184,1
"Trhde",0.162146636665093,1
"Hspg2",0.0011417753291994,0.14092070977652
"Cir1",0.318272050560806,1
"Slc9a1",0.0212488134999841,1
"Tctn3",0.285467576572089,1
"1700084C01Rik",0.0514783192881585,1
"Tmem38b",0.368251017538997,1
"Dleu7",0.666596956213602,1
"Dlk2",0.883193764902342,1
"Rem2",0.478070075297399,1
"Pold2",0.435597759215181,1
"Esyt1",0.478059497123502,1
"Slc46a3",0.808554951294236,1
"Fam84b",0.181371712713548,1
"Tsr3",0.444587043859217,1
"Rnf170",0.280602342728235,1
"Acp2",0.323896466107961,1
"Hmox2",0.387925149688269,1
"Ly6c2",0.0131850852225667,0.975185513315313
"Gm17066",0.0315023804070099,1
"Sde2",0.762286323022544,1
"Nrg2",0.434122429978235,1
"Ier2",0.468508339784616,1
"D430042O09Rik",0.378200142316919,1
"Pgpep1",0.684189436797057,1
"Rbpms2",0.206696047136182,1
"1700003E16Rik",0.285762704336895,1
"Cc2d1a",0.186461832969149,1
"Grb14",0.000267769228260273,0.0403631642565295
"Gm2027",0.793001766291931,1
"Hspa1b",0.864813527698219,1
"Ino80",0.594758158544968,1
"Cept1",0.71350935404772,1
"Bend3",0.423892485112503,1
"Tctn2",0.5508280297223,1
"Nol11",0.187107099257903,1
"Cib1",0.616588979680121,1
"Gm13476",0.652613876574113,1
"Nupl2",0.581767010604249,1
"Mrpl9",0.529731120287988,1
"B630005N14Rik",0.527550113900489,1
"Zfp39",0.530191632591137,1
"Hus1",0.576875435243005,1
"P4ha3",0.821457454153495,1
"Naaa",7.0343664010375e-07,0.000207862397561368
"Fbxo30",0.378517845581621,1
"Sbno2",0.881974791770554,1
"Oasl2",0.0107819088878875,0.834009909069692
"Sft2d3",0.468619404607794,1
"Scaper",0.137383434661825,1
"Fam185a",0.274698971169721,1
"BC003965",0.116396356888981,1
"Dtx2",0.166634842314114,1
"Tgtp1",0.00208859892318802,0.232130247441574
"Il1rapl1",0.0901685979404196,1
"Zfp407",0.936113499735207,1
"Igsf1",0.713224865711354,1
"2310039H08Rik",0.551485116978583,1
"Spint2",0.34823411308001,1
"BC051226",0.114859819005044,1
"Wbscr17",0.910558309735601,1
"Zfp711",0.280101392593567,1
"Fzd6",0.0778258277232461,1
"Otub2",0.382802744373314,1
"Mylip",0.604356385076453,1
"Fam132a",0.510368802959525,1
"Gin1",0.0759053315187242,1
"Pvalb",0.389123991480687,1
"5031439G07Rik",0.168527352837194,1
"Nif3l1",0.477433692804784,1
"Rnaseh2b",0.257980996728567,1
"Paqr6",3.5659724983983e-06,0.000899118657166603
"Clca1",5.22208276620972e-10,3.1026204298526e-07
"Gstt1",0.126545906961442,1
"Arhgap31",0.121347127645266,1
"Depdc5",0.265794720221558,1
"Dnaaf2",0.486297008191474,1
"Sfrp5",3.16779264486478e-08,1.26822201897031e-05
"Slx4",0.605512007577574,1
"Zfp27",0.705229818208727,1
"Cdca4",0.690692286280221,1
"Plcd3",0.677224459332409,1
"Cnpy4",0.69821327368605,1
"Ttc26",0.305199821459658,1
"Lig1",0.909715614389287,1
"Nupr1",0.11897733468185,1
"Dnajc1",0.00116807927062162,0.143690883331233
"A830082N09Rik",0.559861162204533,1
"Dcaf10",0.524451222398199,1
"Adamtsl4",0.180806419082318,1
"Wnk4",0.0570807426292688,1
"Cln3",0.710576522743951,1
"Bbs2",0.349830888418744,1
"Gpr61",0.198895538317439,1
"Nab2",0.00161300686824828,0.189451673551637
"A230070E04Rik",0.623394002469104,1
"1810009A15Rik",0.0963595430249948,1
"Mysm1",0.598134215161518,1
"Irak1",0.256132842062718,1
"3830406C13Rik",0.485447259871836,1
"Bcl9",0.579578546968116,1
"Col23a1",0.0249106933245136,1
"Fxyd5",0.05963108074492,1
"Dap",0.000706080102658102,0.0926759740969294
"Eva1a",0.079200831929186,1
"Prkra",0.585135360158118,1
"Rhobtb1",0.608427662369765,1
"Pde1a",0.512849116095248,1
"Sept5",0.108858776613326,1
"Net1",0.0144946766610453,1
"Aifm2",0.18384129115604,1
"Rxrg",0.218495009107778,1
"Tet1",0.493362396121211,1
"Hist1h2be",0.711119219313178,1
"Leprot",0.654637128437063,1
"Wipi1",0.140788373400259,1
"Gm7694",0.210970222603089,1
"Tprkb",0.455261492625266,1
"Zfp592",0.502886428353694,1
"Ankrd39",0.614232361346285,1
"Pura",0.684021396247951,1
"Exosc3",0.248700646129756,1
"Dedd2",0.358249862327108,1
"Fbxw4",0.633195643203352,1
"D2Wsu81e",0.522503248574076,1
"Zcchc10",0.454683026863832,1
"Ncapd3",0.891719474198015,1
"Rassf5",0.706203132883303,1
"Zcchc3",0.511629655353642,1
"Vps37c",0.13990390422918,1
"Wnk3",0.154210836208239,1
"Zfp507",0.530526043518805,1
"B230216N24Rik",0.492197234169271,1
"Cdh10",0.531028652472415,1
"Tmc3",0.186445926335253,1
"Ppp4c",0.0707801085370858,1
"Trp63",0.283467614376469,1
"Gpatch1",0.073082412397217,1
"Sik1",0.543244264681743,1
"Inip",0.866676442185898,1
"8430429K09Rik",0.362858476253365,1
"Dhcr7",0.501126198952232,1
"Pla2g4a",0.0852152079574527,1
"Lcp1",0.944534553440451,1
"Nfkbib",0.341885029952034,1
"Col5a2",0.000100679492083255,0.0173811889819291
"Tnni3",0.822290170733893,1
"Ecsit",0.312964678711084,1
"Lum",0.00917250443641904,0.739209341589213
"Tecpr2",0.144973908024213,1
"Gm10069",0.671668371028225,1
"Chrac1",0.335911660258476,1
"Lmf2",0.592170827846698,1
"Smo",0.791984656422492,1
"Cd97",0.0047896947391784,0.445088234390432
"Rab22a",0.447525523984477,1
"March7",0.326359498837191,1
"Cln8",0.644805469064119,1
"Fgf16",0.520433302366674,1
"Abca7",0.374090714663169,1
"Ssbp1",0.777938673815809,1
"Slc5a3",0.560414587038586,1
"Zfyve1",0.624583313289383,1
"Art3",0.363676256922651,1
"Fa2h",0.489198387286901,1
"Rassf1",0.499397941433792,1
"2410002F23Rik",0.59819423127259,1
"Taf4a",0.789004942031903,1
"Tsku",0.0644795988540989,1
"Kbtbd2",0.130756660792971,1
"Prom1",0.833673784535656,1
"Naa38",0.495670442549795,1
"Zfp952",0.226976003376399,1
"Klhl25",0.0286138687988323,1
"3010026O09Rik",0.724184479982478,1
"4931406C07Rik",0.090126485940446,1
"Tmem126b",0.757307894919684,1
"Tspyl5",0.268718681153987,1
"Nol8",0.495216628192844,1
"Myo7a",0.528285287852375,1
"Tyw1",0.332847641995731,1
"Ccdc66",0.525915962789365,1
"Ick",0.17958893603619,1
"Prrx1",0.134147790513271,1
"Fuk",0.353947535272371,1
"Pdzk1",0.175854543554118,1
"Xab2",0.0543883738369438,1
"Klhl42",0.19031963525969,1
"Slc8a3",0.698252219360837,1
"Med26",0.592247947587834,1
"Tfb2m",0.666557538724565,1
"Eci1",0.282722038974087,1
"Sap130",0.162256923212732,1
"Nudt11",0.301092210405623,1
"Ankrd13c",0.728329402296978,1
"P2ry14",0.141628306407343,1
"Snx33",0.236114916349649,1
"Gpsm2",5.07502063329945e-05,0.00962421383609411
"Ptcd1",0.532782714083956,1
"Mrc2",0.00833723464617542,0.688282891229612
"Tgtp2",0.0971323188231709,1
"Nim1",0.795970519392748,1
"Smarcad1",0.180008254298811,1
"Spg21",0.215755784694074,1
"Ercc3",0.809014156964273,1
"Upf3a",0.675190031261334,1
"1500009L16Rik",0.415610774733692,1
"Abcc10",0.604320685815093,1
"Gmppb",0.981934263697838,1
"Crh",0.272531584650053,1
"Zswim7",0.242051655281177,1
"Tmem37",0.0882892771692834,1
"Rp2h",0.0468012516839155,1
"Shmt2",0.465831686348814,1
"Vat1",0.19345656057062,1
"Npas2",0.466427712815102,1
"Psmd9",0.367098181973222,1
"Cog2",0.49439375394031,1
"Sssca1",0.817187396722481,1
"Cdyl2",0.413182335059709,1
"Fam110a",0.0991273791161009,1
"Nmral1",0.097797256600604,1
"Cirh1a",0.693352926528543,1
"Zdhhc18",0.00237242781198677,0.255538885638838
"Icam1",0.154076316923262,1
"Zfp275",0.496623689103457,1
"Ucp2",0.00014719685765946,0.0242142772599934
"Slc9a4",0.0592517874496427,1
"Loxl1",0.703931435093517,1
"Tdp2",0.547481068513418,1
"Ccdc173",0.0300066383836762,1
"Hipk2",0.336256851634879,1
"Galnt13",0.827608759706473,1
"Bmp4",0.145193268312954,1
"Twsg1",0.00473979271365088,0.442290839857332
"Dph5",0.187128474592063,1
"Plxnd1",0.368213349674258,1
"Fam69c",0.473515973190678,1
"3110039M20Rik",0.396507146647174,1
"Zfp13",0.330823222444562,1
"Ing5",0.521408221793226,1
"Gfm1",0.873362353502006,1
"Slc35e3",0.142860156412018,1
"Pml",0.357939515786185,1
"Entpd7",0.57895727093021,1
"Polr1a",0.89549446370988,1
"Riok1",0.0286417320247651,1
"Eltd1",0.0225223344755318,1
"Lyrm1",0.300845632987334,1
"Lmo3",0.029880241424804,1
"1600002K03Rik",0.299658973747107,1
"Lenep",0.567393003230224,1
"Cyp11a1",0.0226087379171652,1
"Rnpep",0.500754079106747,1
"Krt10",0.599590513285777,1
"Dzip1l",0.11258348945069,1
"Sdad1",0.80744092064823,1
"Gse1",0.437439477294179,1
"Mphosph10",0.109855965612304,1
"Camk1g",0.343055793043845,1
"Zfp788",0.143218878209286,1
"Ppp2r3d",0.28869172552866,1
"Arl6ip6",0.916098527939524,1
"Pars2",0.0223609190846921,1
"Zic4",0.0659779932507368,1
"Ints5",0.440450702894498,1
"Trex1",0.418808986618877,1
"Atp6v0c-ps2",0.0108703782017984,0.837951755562726
"Olfml1",0.250837608044587,1
"Plekho2",0.0854948844872578,1
"Prcc",0.578861036895334,1
"Fam161b",0.211849100989053,1
"Nuf2",0.79788644277066,1
"Lama2",0.431989465537326,1
"Rnmtl1",0.76387782385102,1
"2310061J03Rik",0.635875123432297,1
"Prrc1",0.88968189420075,1
"Gla",0.112192905942621,1
"B330016D10Rik",0.43195580728511,1
"Sgsm2",0.0401068337030241,1
"Srbd1",0.322036335175534,1
"Coch",0.000495937419088877,0.0685580194876557
"Fbxo7",0.471771001451648,1
"Zfpl1",0.3591826347225,1
"Lpar3",0.0204266241342853,1
"Tmem67",0.515542790405396,1
"Tprn",0.194115906732882,1
"Tm6sf2",0.458229670361614,1
"Dact1",0.408496027758828,1
"Alg8",0.459683345820503,1
"2210015D19Rik",0.868169142596518,1
"Grin3a",1.80436832586395e-07,5.98050751291036e-05
"Armc9",0.626732468982585,1
"Tmem19",0.619820358157913,1
"Zswim5",0.639120056158515,1
"Pla2g15",0.824734622110251,1
"Zfp689",0.349774255364069,1
"Ydjc",0.521399933149063,1
"Ano6",0.78168186184924,1
"Sytl1",0.656313446284223,1
"Tmem177",0.0523264337744532,1
"Grpel2",0.186091008661611,1
"Ccdc136",0.115914296880966,1
"Gxylt1",0.298184281004886,1
"Zfp710",0.888317688273897,1
"Saal1",0.506549800706664,1
"Enc1",0.672551638403677,1
"Cox6b2",0.470018041643531,1
"Mrap2",0.104904706567382,1
"Smyd5",0.683367083522885,1
"Usp16",0.647467650944238,1
"Cnr1",0.0020877290054091,0.232130247441574
"1190005I06Rik",0.183990008572544,1
"Rnasel",0.632203476754913,1
"Irf3",0.754401218249703,1
"Elf1",0.0160117949781461,1
"Plcb3",0.246472164895872,1
"Ppm1m",0.461656882710003,1
"Spata7",0.674042424398593,1
"Slc25a34",0.289650875812717,1
"Acot2",0.246956300833355,1
"Zfand2b",0.00999895736439715,0.784860662811629
"Nrarp",0.0393698024490552,1
"Ubxn2b",0.901206770195789,1
"Cdr2",0.68533270037712,1
"Pih1d1",0.156731203025413,1
"Nfxl1",0.151763872081937,1
"Cd2bp2",0.471367704465297,1
"Slc25a20",0.0877806967933118,1
"Pold3",0.786421098175734,1
"1700001L19Rik",0.514672967768145,1
"Parp8",0.0969066903859258,1
"Dtx4",2.80977583477782e-07,8.96698359164275e-05
"Gbp2",0.405958879521746,1
"Ptger1",0.444552037236925,1
"Blvrb",0.499579052558867,1
"Adra2c",0.339342105742142,1
"Gss",0.0192392198868469,1
"1810010H24Rik",0.812401288863885,1
"Prdm1",0.244599526304312,1
"Pcdhb3",0.729871814520635,1
"Limd1",0.0780361070737461,1
"Mpped1",0.421916921804913,1
"Pus7l",0.737074789990835,1
"Gltscr2",0.0356302214834534,1
"Dgat1",0.754578056699846,1
"Emx2",0.237423232333948,1
"Gm5124",0.460421588763482,1
"Manba",0.113589048528436,1
"Zdhhc15",0.128374490537121,1
"Rnf182",0.0655722643324007,1
"Adamts19",0.0640433124007867,1
"Mtif2",0.974195882247896,1
"Amer3",0.408506775757222,1
"Crebbp",0.285846701167815,1
"9130221H12Rik",0.72537759482646,1
"Dkc1",0.31045983738315,1
"Zfp810",0.16582311721002,1
"S100a6",1.62388717455109e-05,0.00352886853275633
"Smarcd2",0.648425740963142,1
"Aven",0.852686436027265,1
"Dnajc19",0.271616516330868,1
"Aox3",0.0414490284081946,1
"Anxa3",0.15536926862797,1
"Ikbip",0.112892718205989,1
"Thumpd2",0.315356676177306,1
"Gm15455",0.608721296366864,1
"Mlh1",0.0224055126990798,1
"Dhrs7b",0.194449642441064,1
"Repin1",0.254596828574193,1
"Chordc1",0.894372423819849,1
"Ccnd2",1.00540520353576e-10,6.84762591572346e-08
"Whamm",0.494935723872957,1
"Lypd6",0.441088157200839,1
"Fam160b2",0.0280422948043986,1
"Psmc3ip",0.118384435322076,1
"Sfrp2",0.270632262665882,1
"Lonrf1",0.8380566139225,1
"Bin2",0.355825816491965,1
"Slc35c1",0.0474239365363202,1
"Nrbp2",0.0338512488340905,1
"4430402I18Rik",0.103478701249125,1
"Agxt2l1",0.0110008876626144,0.845723828118586
"Smim19",0.572456873711559,1
"Aasdh",0.563229538108292,1
"Nebl",0.00257710225056762,0.273366961364717
"Nfix",0.0945617279160514,1
"Slc35a3",0.646379123566075,1
"Bbs9",0.27166666247092,1
"Pprc1",0.27042782761351,1
"Ephx1",0.18001821583505,1
"Pcdhb13",0.48472083417384,1
"Park2",0.466772230845616,1
"Pappa",0.293725093985958,1
"Ankrd13d",0.363301373527414,1
"Celsr1",0.533652612920268,1
"Rgs16",0.0718046841759252,1
"Hrk",0.130567128151951,1
"Plxna4",0.00470586420620428,0.44059716011254
"Pros1",0.986474050200527,1
"Ppapdc1a",0.723254041737037,1
"Fignl2",0.761338476518377,1
"Hs1bp3",0.917059971439256,1
"Ints12",0.53775521129451,1
"Tbc1d8b",0.509708229101401,1
"Kbtbd3",0.891566491749416,1
"Abt1",0.311901081405775,1
"Homez",0.725652168837296,1
"Rnf31",0.228752635131742,1
"Dcps",0.56039471872197,1
"Kdm1b",0.0240782839071246,1
"Mccc1",0.526867724367733,1
"Timm21",0.486238570461653,1
"Smarca5-ps",0.263566209979244,1
"Maged2",0.2048948710795,1
"Flywch2",0.0476608055624543,1
"Fras1",0.346224083365729,1
"Shh",0.406974176093156,1
"Slc7a4",0.295863052812919,1
"Nkx2-2",0.165978167749433,1
"Tssc1",0.769517736026445,1
"Ppp1r8",0.255778203268166,1
"Gdpd2",0.318613464689448,1
"Slc1a6",0.334181173766352,1
"Gtf3c6",0.465701381499137,1
"Actr3b",0.268997080003191,1
"Zfp335",0.170332359615832,1
"3110056K07Rik",0.988175723420977,1
"Senp3",0.682268355914038,1
"Matn4",5.28619135890529e-05,0.00997387497795559
"Pstk",0.323158773293162,1
"Mtfr1",0.209177566147027,1
"Pqlc2",0.381908769092181,1
"Abcf2",0.785111450099263,1
"Acbd7",1.54220924608595e-05,0.00337104964797657
"E130307A14Rik",0.38936879048727,1
"Slc22a6",0.0264386090585759,1
"Prr7",0.613079764471331,1
"Zbtb16",0.431400478134862,1
"Mex3a",0.785555769145087,1
"Mtmr9",0.256765466640335,1
"Proca1",0.178294580621449,1
"Ddx58",0.051158624991039,1
"Slfn5",0.020039241677289,1
"Tek",0.447218391594484,1
"Fam219b",0.657799351956755,1
"Exosc4",0.556557982713551,1
"Alpl",0.536855789815701,1
"Khk",0.477347313788463,1
"Exosc1",0.83930347028741,1
"Atrip",0.354938081719625,1
"Tmem120b",0.919305309118651,1
"Isoc1",7.9748888956066e-05,0.0142752196026544
"Gm17762",0.445678980954628,1
"Plekha4",8.06018364274408e-08,2.93257621408504e-05
"Sh3d19",0.0211880600002827,1
"Ppp1r15a",0.130746542215131,1
"Zc3hav1l",0.528539941188488,1
"Gipc1",0.742363894395414,1
"Crybg3",0.196876596827144,1
"Zfp512",0.386923321891083,1
"Mthfd2",0.207542722814856,1
"Utp15",0.587715576617566,1
"Mlip",0.299951636078991,1
"Zfp451",0.46711332238005,1
"Ddx39",0.413823005708627,1
"Mesdc1",0.450248336153379,1
"Tstd1",0.834071087102291,1
"Mthfd2l",0.129343156296998,1
"Crat",0.439045393776071,1
"Larp7",0.624220883786402,1
"Mrps27",0.0416803473991502,1
"Islr2",0.31081998009776,1
"Sema4d",0.858256676984197,1
"Cog8",0.20532309762221,1
"Abtb1",0.553020151161935,1
"Sdr42e1",0.516400539835659,1
"Ppp1r3f",0.00630042838549333,0.54893990223345
"Ppox",0.388796738941213,1
"D630037F22Rik",0.384504163297021,1
"Miip",0.275991764581065,1
"Rpap1",0.906847092378521,1
"Slc39a8",0.196493541312834,1
"Akap7",0.000911832745764229,0.115737809568281
