0	Gene Signature
Actinic keratosis GSE2503	['SP110', 'PCGF3', 'ZNF281', 'SRRM1', 'SMARCA4', 'MALL', 'MARCKS', 'PSMC5', 'CD6', 'FEZ2', 'KIAA0247', 'CD2BP2', 'IGKV1D-8', 'RPL22L1', 'PREB', 'CKLF', 'CALM1', 'PI4K2A', 'EPAS1', 'STAU1', 'KDELR2', 'HNRNPU', 'TRANK1', 'EWSR1', 'ADCY3', 'PRCP', 'CARHSP1', 'PRPSAP2', 'PNP', 'NXF1', 'ACTB', 'MTA1', 'PPP4R1', 'LSM12', 'PABPN1', 'PSMD1', 'LUC7L', 'UBAP2L', 'PIP4K2B', 'ANKS1A', 'TMED9', 'APOBEC3G', 'TMEM50A', 'PMM2', 'EDEM1', 'NR1D1', 'IQSEC1', 'SNF8', 'FERMT1', 'FOSL2', 'SQLE', 'SMTN', 'INTS6', 'PSME3', 'NOL12', 'SPRR1A', 'SPRR1B', 'PAF1', 'ATP6V1B2', 'SET', 'MACF1', 'SLC4A1AP', 'PAXIP1', 'PWP1', 'ANAPC15', 'ANP32B', 'DOC2B', 'PITPNB', 'MRPL17', 'PCBP1', 'ENO1', 'HIF1A', 'UBE2J1', 'SUV420H1', 'C14ORF169', 'GOLGA3', 'SOX4', 'CYB5R4', 'PIP5K1A', 'FAM53B', 'PLCG2', 'TRPM6', 'FGFBP1', 'RHOA', 'ANXA1', 'KCNB1', 'NCOA6', 'TPI1', 'SEC16A', 'SPHK1', 'NMI', 'ENAH', 'KLK13', 'NME2', 'MMP14', 'FAM193A', 'MTF1', 'KRT17', 'KRT16', 'PLEKHM2', 'PABPC1', 'GARS', 'CD24', 'AARS', 'CENPT', 'CRLF3', 'ARPC1A', 'FICD', 'GPR27', 'DAZAP1', 'YTHDC1', 'BTG1', 'ARF1', 'ELL', 'ARHGEF1', 'SEL1L', 'AATK', 'ADIPOR1', 'SBNO2', 'ATIC', 'LDHA', 'CLEC7A', 'GSE1', 'RFK', 'SH3BGRL3', 'QSOX1', 'MPZL1', 'CTSC', 'CAP1', 'NPM1', 'BRD2', 'SERPINB1', 'SLC39A11', 'LIMA1', 'RNF126', 'FABP5', 'TMEM57', 'SRRD', 'TRIP11', 'TRIP12', 'PELI1', 'WAC', 'CD47', 'DYNC1H1', 'IVL', 'LPPR2', 'GRN', 'FHOD1', 'FAM21A', 'HEXB', 'TRAK1', 'AKAP11', 'TUBA1C', 'NANS', 'ADAM28', 'TUBA1B', 'SERTAD3', 'XPO6', 'CTNNA1', 'MAP4K4', 'GPR137', 'KLHDC3', 'GINS3', 'IL4R', 'S100A2', 'TPM4', 'ZBTB17', 'SEMA4D', 'APLP2', 'DIO2', 'NOSIP', 'LARP4B', 'GTF2F1', 'BTNL3', 'HIPK2', 'FBXW2', 'PPIA', 'RAB31', 'CNOT1', 'PPIC', 'PPIB', 'SUPT6H', 'RNMT', 'SRRT', 'PPP1R15A', 'NOL9', 'SLC1A5', 'ZFAND3', 'PRDM2', 'TUBA3C', 'FGD1', 'BZW1', 'NDRG1', 'GRIP1', 'PAK2', 'LAPTM4A', 'TUBB6', 'TMEM248', 'RNF19B', 'CFL1', 'CLASP1', 'EP400', 'RAE1', 'RGS20', 'SLC16A6', 'KRT6B', 'USP47', 'SMAD2', 'ARHGEF18', 'DSTN', 'DDX54', 'DOLK', 'TRAF3', 'NAT1', 'RNASEH1', 'SLC9A3R1', 'DCTD', 'ARPC2', 'FSCN1', 'MAP3K11', 'TCF3', 'FAM49A', 'LRRFIP1', 'CABP5', 'ACTG1', 'SEZ6L2', 'AGER', 'CORO1C', 'CDC14B', 'CAMSAP2', 'CNN2', 'PI3', 'TMSB10', 'MARK3', 'EIF5B', 'ACTR2', 'DR1', 'ITGA2', 'SETD1B', 'CFLAR', 'MSL3', 'PYCR1', 'MCC', 'ETV6', 'DDX19A', 'RABEP1', 'NPC2', 'OAS3', 'BCL3', 'RBMS1', 'MYH9', 'AAK1', 'SERINC3', 'ABCC1', 'SOS1', 'DEFB4A', 'KHDRBS1', 'GTF3C2', 'YWHAB', 'SHC1', 'PSMD14', 'CHD8', 'MLLT1', 'FOXK2', 'ADAR', 'DUSP12', 'FUT6', 'PSTPIP1', 'PSAP', 'BDKRB2', 'YWHAH', 'RHBDF2', 'TBP', 'SMARCC1', 'EIF3A', 'CPT1A', 'ASCC2', 'TPBG', 'H2AFY', 'KATNA1', 'MYO1E', 'ASXL2', 'KLF6', 'MYO1B', 'PIK3IP1', 'DRG2', 'P4HB', 'TRIM38', 'GAPDH', 'PFKP', 'TRABD', 'HDAC3', 'WDR1', 'ERCC6L', 'SLC25A28', 'RPS6KA4', 'CSPG4P1Y', 'RPS6KA2', 'NCK2', 'CYTH1', 'Na']
Acute Lung Injury GSE1871	['SLC35A3', 'IMP4', 'RPL24', 'SCAMP2', 'PUS7L', 'MED7', 'LAP3', 'MTHFD2', 'HMBS', 'NINJ1', 'ORAI2', 'TMEM126A', 'RRN3', 'ANKLE2', 'ATP6V0D1', 'POMP', 'SERPINE1', 'RPL12', 'HNRNPU', 'UBE2L3', 'UXT', 'NUAK2', 'PPP4R1', 'RNF115', 'EXOSC9', 'NUS1', 'ARL14EP', 'XBP1', 'SURF4', 'ST13', 'TNFSF13', 'MANF', 'ARFGAP3', 'SUPV3L1', 'AIMP2', 'PARP12', 'EIF5', 'PARP10', 'PLSCR1', 'WBSCR16', 'GRWD1', 'PLBD2', 'PSME1', 'PTGES', 'SET', 'CDC42SE1', 'PHB2', 'PWP1', 'PPP1R18', 'BCL10', 'PITPNA', 'PCBP1', 'TAPBPL', 'DCUN1D1', 'SAMSN1', 'RBPJ', 'GSPT1', 'INPP5D', 'PRDX3', 'GOLGA5', 'SPIB', 'PLAC8', 'RASSF5', 'MLST8', 'IER2', 'LYN', 'NIPA2', 'GNB2L1', 'MRPS2', 'RHOG', 'LHFPL2', 'OSMR', 'TLR2', 'APBB1IP', 'MMP14', 'TMEM33', 'RPUSD1', 'MMP19', 'CCNG1', 'PABPC4', 'SIGLEC9', 'EEF1E1', 'PAFAH1B2', 'IGSF6', 'ZNF593', 'HBS1L', 'SLC35F5', 'PHF23', 'CTSZ', 'FPR1', 'CLTA', 'TMEM168', 'TRIM8', 'LDHA', 'SEC61G', 'C1QBP', 'TNFAIP8L2', 'TFE3', 'RIPK1', 'NFIL3', 'FCER1G', 'LYAR', 'CTSC', 'YTHDF1', 'TPD52', 'NPM1', 'SYK', 'ARG2', 'MBD1', 'PGAM1', 'STAT3', 'CD180', 'AEN', 'SNX20', 'APRT', 'PPP2CA', 'RSL1D1', 'PSMA7', 'PSMA5', 'MRPL52', 'RFWD2', 'PSMA2', 'SNX18', 'NBR1', 'CANX', 'TAOK1', 'CKS2', 'TCEA1', 'UBE2V1', 'AIDA', 'CACUL1', 'EBAG9', 'FYTTD1', 'CSTB', 'SERPINC1', 'SLC43A2', 'GCNT2', 'MRPS33', 'CAPG', 'SNX10', 'HSPA13', 'POFUT2', 'ADRBK1', 'BCAP29', 'RAC2', 'NFYA', 'BID', 'PGLYRP1', 'IKBKE', 'CCT5', 'JAK2', 'PTPN1', 'SEMA4A', 'PHLDA1', 'RPS9', 'EIF1AX', 'UBE2F', 'NOSIP', 'CLEC4D', 'CNOT7', 'ARHGAP30', 'RPL7L1', 'FAS', 'MAPKAPK3', 'TGFBI', 'CAPZA1', 'CHMP4B', 'CD300C', 'NCF1', 'PTPN6', 'ARL8B', 'FAIM', 'GRINA', 'RELA', 'CSF3R', 'GDA', 'UBE2D3', 'RELB', 'FBL', 'TBRG4', 'RAB20', 'EIF1AD', 'TBRG1', 'PDPN', 'BASP1', 'TAF1B', 'LEO1', 'TRAPPC3', 'SMAD2', 'SPECC1', 'SLC15A3', 'RAP1GAP2', 'CTPS1', 'C6ORF120', 'MED29', 'CKAP4', 'MAFF', 'MYD88', 'DNAJC10', 'BIRC2', 'IFNAR1', 'IFNAR2', 'ZCCHC2', 'CSF1R', 'FAM49B', 'CD274', 'EXOC3L4', 'NCF2', 'C5AR1', 'NCF4', 'AK2', 'PLCXD2', 'RASGRP4', 'TGM2', 'ABHD13', 'NARS', 'EFHD2', 'TNFRSF9', 'PIM1', 'UTP20', 'ABCC4', 'RBM18', 'RFC5', 'EIF5A', 'DTX3L', 'NFKBIZ', 'IRAK4', 'TNIP1', 'NDUFC1', 'PILRB', 'MMP9', 'ATP5F1', 'TTC17', 'DNM2', 'DNAJC3', 'MARCH1', 'FCGR2A', 'LCP1', 'RTN4RL2', 'DNAJC5', 'C8ORF76', 'METAP1', 'NFKBIE', 'CD244', 'NVL', 'NAA20', 'PSMD12', 'SNAP23', 'P2RY6', 'SGPL1', 'GRK6', 'IRAK3', 'CASP7', 'TMEM208', 'CD300LD', 'BDKRB2', 'EMILIN2', 'LPXN', 'CASP1', 'CD300LF', 'MAN1A1', 'SKIL', 'ACP2', 'DDX18', 'HN1L', 'EIF3A', 'SLC36A4', 'TIMM8A', 'TAF13', 'ALOX5AP', 'GFER', 'PLAUR', 'PKM', 'FMNL2', 'CDC34', 'EVI2A', 'TRAPPC6B', 'APOBR', 'POLR1D', 'CRK', 'SNRPA1', 'SMAP2', 'SMPDL3B', 'CSNK1G3', 'BET1', 'MAK16', 'DCTN3', 'DDX21', 'THBS1', 'CBL', 'GPHN', 'PPM1H', 'PIK3CG', 'CLN5', 'FCGR1A', 'LRRC8D', 'IGF2BP2', 'TLK2', 'SMNDC1', 'RBM34', 'Na']
Acute Lung Injury GSE10474	['FAM76A', 'TREX2', 'KRT2', 'ATG10', 'CD3EAP', 'RFX1', 'CIDEA', 'PCDHGA10', 'CCT6B', 'THEG', 'PC', 'HIST1H4C', 'PSG6', 'TTTY15', 'KIF20A', 'GTF2IRD1', 'FAM64A', 'ALDH8A1', 'CPNE6', 'XYLT2', 'DLL3', 'PHYHIP', 'MTHFSD', 'DHX35', 'CHST10', 'MICALL2', 'S100A13', 'STXBP6', 'GNAT2', 'BSN', 'HABP2', 'SDS', 'FZD4', 'ZFR2', 'ZNF264', 'GML', 'TNNC2', 'TOP3B', 'SLC6A12', 'OVOL1', 'ERVH-6', 'GDF9', 'BACE2', 'MLLT10', 'CLPS', 'MYO5C', 'OR7E156P', 'CHST5', 'SIM2', 'OR6A2', 'NODAL', 'CHST3', 'CHST4', 'TNFRSF6B', 'SLC22A2', 'ICAM5', 'ACTR3B', 'SOX21', 'SLC6A3', 'SLC6A5', 'LGALS4', 'ZNHIT2', 'RASSF4', 'SOX18', 'RUSC2', 'GALR3', 'SNRNP70', 'GJA5', 'PCBP3', 'NYNRIN', 'CMKLR1', 'TSPAN1', 'HIST1H3E', 'ZBED4', 'SMAD5-AS1', 'CDT1', 'SPHK2', 'EMP2', 'ASH1L', 'CSHL1', 'GAB3', 'PALB2', 'CRNN', 'LETM1', 'RAD51D', 'SLC7A9', 'P4HA2', 'EXOC5', 'DEPDC1', 'PRPH2', 'HOXD4', 'ANXA2P3', 'GUCY2D', 'GUCY2C', 'SERPINA4', 'TFCP2L1', 'OR10H3', 'KCNC4', 'FBF1', 'KHK', 'PRDM11', 'SLC7A2', 'KIF17', 'APOLD1', 'HSD11B2', 'SLC22A13', 'NEUROD2', 'EXTL2', 'CCR9', 'SMYD5', 'DISC1', 'ANKRD6', 'SOCS7', 'FOXB1', 'ATP6V1G2', 'GBF1', 'ELOVL6', 'PARP3', 'GPR31', 'FAM189A2', 'LDOC1', 'CIT', 'KIT', 'MCF2L-AS1', 'RFWD3', 'RPA4', 'NEK11', 'TCEA2', 'PPARG', 'AVP', 'EPPK1', 'B3GNT1', 'CACTIN', 'TRAV8-3', 'DNASE1L2', 'CRB1', 'CTF1', 'QPRT', 'TUBD1', 'CST8', 'BEGAIN', 'LYZL6', 'PIGZ', 'UNK', 'CAMK2N1', 'KIF13B', 'TCTN1', 'ARIH2', 'GABRD', 'SLC17A4', 'CORO2A', 'LAG3', 'SLC16A2', 'KLHL26', 'CDX2', 'DEFA5', 'CRYBB1', 'BTNL2', 'OCRL', 'GPR52', 'TBR1', 'MID2', 'BTBD9', 'HIPK3', 'PCDHA10', 'MOB3B', 'LRFN4', 'LRFN3', 'MTNR1B', 'SCNN1D', 'YPEL1', 'TUBGCP4', 'ZNF557', 'CHRM3', 'CHRM4', 'CHRM2', 'NOL3', 'OR2C1', 'NXPH3', 'CCNT1', 'SFSWAP', 'KLHL36', 'SAYSD1', 'SLC1A7', 'FGD1', 'LOXL2', 'KIF5A', 'CDH3', 'HSF1', 'TEKT2', 'PRLH', 'NPHP4', 'HIST1H2AB', 'ZNF665', 'PAK6', 'ATOH1', 'SLMO1', 'AICDA', 'IFNA14', 'BET1L', 'SMAD7', 'SMAD9', 'FOXN1', 'MED24', 'C1ORF216', 'SMO', 'LOC100131532', 'FGFR3', 'SPERT', 'GLYR1', 'SLC27A5', 'MGC2889', 'FASLG', 'MCHR1', 'RHOBTB2', 'SLC2A9', 'CACNA1H', 'SLCO2B1', 'PORCN', 'PALM', 'ZMAT4', 'ALOX12P2', 'SATL1', 'SLC38A5', 'KDM4A', 'LINC00574', 'ACTR8', 'TTC12', 'RBM19', 'PYHIN1', 'LANCL2', 'GKN1', 'CBX2', 'AXIN1', 'SSTR1', 'HTR1A', 'UPK1A', 'SSTR4', 'TGFBR1', 'MCC', 'COQ7', 'COQ6', 'BMP4', 'CRYGB', 'SP1', 'DNASE1', 'IRF6', 'RHPN1-AS1', 'KCNK2', 'GALK2', 'GTF3C4', 'ABCB8', 'TTC23', 'TGFBRAP1', 'RPAP1', 'FHIT', 'CHD2', 'ADRA1B', 'KRT33B', 'FAM83F', 'CCDC85C', 'ZNF629', 'ERBB2', 'ME3', 'WNT1', 'OR12D3', 'DRD4', 'TRIM45', 'CAMK1D', 'CCDC177', 'ACVR2B-AS1', 'LMTK2', 'COBL', 'C14ORF132', 'DLK1', 'TIAM2', 'NPHS2', 'ERCC4', 'TBC1D5', 'APOC2', 'ERCC8', 'KCTD13', 'FAM86A', 'SLC47A1', 'PLEKHH3', 'KIR3DS1', 'WIZ', 'LAMA1', 'PPP2R2B', 'USP19', 'UFL1', 'SRR', 'SIX5', 'PPP1R13L', 'PHKG1', 'NT5DC3', 'TP73-AS1', 'ATP7B', 'KLRG1', 'UBQLN3', 'Na']
Adenocarcinoma of lung GSE1037	['POLR2J4', 'CIZ1', 'SLC35A1', 'EBF1', 'ENTPD7', 'ENTPD8', 'GATAD2A', 'REV1', 'HFE2', 'BTBD10', 'ISL2', 'SFRP4', 'POLR3D', 'IFI27', 'VIM', 'UQCRC2', 'HNRNPF', 'PSMC1', 'PFN1', 'HRASLS', 'LEF1', 'STAU1', 'STX17', 'MTMR9', 'CCNF', 'LMF1', 'RNF8', 'NXF1', 'ABRA', 'FBXL20', 'CAPNS1', 'GBP1', 'RPL17', 'ASPDH', 'NHEJ1', 'HOXA5', 'STK11IP', 'FAM78B', 'NCAPH2', 'COG4', 'SH2D1B', 'VPS13C', 'PHKA1', 'TUBG1', 'INPP4B', 'MLLT10', 'PRKAR1B', 'PRKAR1A', 'ITPA', 'NANOG', 'SCN2B', 'HLA-DRB3', 'CES3', 'SUGP2', 'ANAPC15', 'RPL4', 'PCDH10', 'ITSN2', 'TXNDC11', 'PPAN', 'MRPL15', 'SESTD1', 'GATA5', 'MRPL14', 'SYNCRIP', 'SOX18', 'ANPEP', 'KIF21B', 'ACAD10', 'LGALS8', 'SLC19A3', 'TRPM5', 'BTF3', 'GSDMD', 'SNAPIN', 'PNPT1', 'IL10', 'GSTM2', 'ANXA2', 'MST1', 'NSUN4', 'GPBAR1', 'PTCH1', 'TMC8', 'IL18', 'ENAH', 'VEGFB', 'TAL1', 'CCNG2', 'RARB', 'CCDC6', 'TMEM106C', 'EXOC7', 'TLR7', 'ARHGEF3', 'SDE2', 'GPR124', 'DDR2', 'KIF11', 'FASTKD3', 'STRAP', 'ACAT1', 'RASAL1', 'RPS27L', 'IQGAP2', 'CROT', 'ECHS1', 'CYB561D2', 'MED19', 'SHD', 'PRH1', 'BRS3', 'GABRR1', 'MYCT1', 'TERT', 'TNFAIP8L2', 'HTATIP2', 'HBQ1', 'TNFAIP8L1', 'RSU1', 'AMELY', 'YTHDF1', 'MEF2D', 'LEFTY2', 'MME', 'ELP3', 'TNNI3K', 'TTC1', 'PPHLN1', 'ARCN1', 'SERPINB6', 'PSMA3', 'PLP1', 'ZNF354A', 'PHF6', 'CSTB', 'NDUFA12', 'RARG', 'CTNNB1', 'SPIN4', 'GBE1', 'PRKAG2', 'NPL', 'AFP', 'HCCS', 'RAB22A', 'PPP1R7', 'OLFML1', 'SCAPER', 'DLAT', 'MGAT3', 'THSD7B', 'NUDT17', 'IKBKE', 'ZIK1', 'FBXW5', 'MAP3K3', 'SEC24B', 'ANKRD24', 'KERA', 'MOB3A', 'RAB30', 'BTBD9', 'PPP1CB', 'NRBP1', 'GDF10', 'FAM91A1', 'NSFL1C', 'BOP1', 'FAP', 'PPIG', 'PPIH', 'DEGS1', 'LZTR1', 'TOR2A', 'ZNF672', 'UHRF1BP1L', 'ZFAND5', 'CEP19', 'UBE2D3', 'DGKB', 'GLT8D1', 'CELSR3', 'TIMM50', 'RXRA', 'TUBA3D', 'CCND2', 'SH3BP1', 'NPHP1', 'TEKT5', 'ZUFSP', 'PAK6', 'RUNX1T1', 'CA14', 'CAST', 'EIF2B4', 'SMAD5', 'DDX59', 'RNF170', 'HARBI1', 'DNAJC13', 'C1QL3', 'CCNA1', 'NAT8', 'LHX2', 'GNAQ', 'COL21A1', 'IARS', 'LSM14B', 'FBN2', 'GRIA3', 'AKNA', 'CALCOCO1', 'DPT', 'UBP1', 'CACNA1D', 'PPP1R9B', 'HNMT', 'CYP19A1', 'TM7SF2', 'GLIPR1', 'SIT1', 'COL4A3BP', 'UROD', 'NDN', 'DKFZP564C152', 'TNFRSF8', 'LOC100130691', 'MBP', 'TRIM66', 'MARK3', 'ACTR3', 'UNC45A', 'KCNIP1', 'IQCB1', 'MMP3', 'DNMT3A', 'EIF2AK1', 'RAD23B', 'DHCR24', 'NRG3', 'TNFRSF1A', 'ELF5', 'COL7A1', 'BRMS1L', 'LANCL3', 'DOCK3', 'ZNF512', 'VSTM2A', 'MCM2', 'DLX2', 'FECH', 'UFD1L', 'C15ORF40', 'ILDR2', 'ELAVL2', 'CXCL3', 'RPF1', 'DUSP14', 'SAV1', 'PLTP', 'FYCO1', 'RHOT2', 'CA1', 'MKNK1', 'RDH12', 'ME1', 'EIF4E', 'EED', 'TAF12', 'PAPD4', 'NDUFA2', 'TM6SF2', 'ERCC5', 'SNRK', 'RAB14', 'KDELR3', 'SPRY1', 'NAA16', 'SLC25A5', 'GAPDH', 'CSNK1G2', 'KDM3A', 'ACADVL', 'SYCP2', 'SPO11', 'SIX1', 'NENF', 'C1ORF131', 'HDAC9', 'ADAMTS3', 'CHCHD3', 'HHEX', 'VSIG1', 'SCN5A', 'UBQLN2', 'IGF2BP3', 'MAPK7', 'CAMK2G', 'RNF113A', 'Na']
Adenoma GSE8514	['SLC12A5', 'TREX2', 'MCTS1', 'CRAMP1L', 'LOC100130938', 'PSG4', 'LARP7', 'GRIN3A', 'LOC200609', 'RRAGD', 'CD9', 'HIP1R', 'TEK', 'CCDC86', 'PSMC1', 'CDK12', 'SPIN2B', 'NHLRC3', 'ASTN1', 'KIAA1211L', 'AHCYL2', 'MTMR4', 'TTLL10', 'EI24', 'SLC35B1', 'HM13', 'ADARB1', 'GPATCH4', 'AQP6', 'DCAF7', 'DHX30', 'DCAF4', 'ZNF709', 'SPOCK1', 'PLCE1', 'VPS11', 'PSMD2', 'PIP4K2C', 'SAMD3', 'CALN1', 'SLC35C1', 'COMMD7', 'COQ10A', 'EXT2', 'INPP4B', 'VANGL1', 'LOC100506870', 'POR', 'HOGA1', 'TNNT3', 'NDUFAF4', 'SFXN2', 'NDUFAF2', 'VSX1', 'PTGES', 'HOXB7', 'FBXL7', 'TDRKH', 'SLC4A1AP', 'SLC22A7', 'FLJ33544', 'GBA2', 'THUMPD2', 'FARS2', 'HPX', 'KIAA0020', 'PTDSS1', 'ZNF805', 'MICAL2', 'ALKBH1', 'NKX3-1', 'CDK5RAP1', 'PIEZO2', 'A2M', 'KAT7', 'TRPM6', 'FAM19A4', 'ACF', 'LEPRE1', 'TCF15', 'RMI2', 'FUCA2', 'ANXA6', 'NBPF8', 'TIMM23', 'GNL1', 'TMEM43', 'ZNF35', 'PAX1', 'MRPS7', 'CS', 'RBM12B', 'SLC7A6', 'MPPED2', 'RPUSD3', 'CYP11B2', 'FXYD2', 'CALU', 'TLR5', 'SIGLEC6', 'TFCP2L1', 'SWI5', 'TRIM2', 'ZNF44', 'KLK4', 'SERPINA9', 'ADO', 'IQGAP3', 'SERPINA7', 'KALRN', 'SLC7A3', 'SKA2', 'SBNO1', 'PPP3CB', 'STK36', 'SEC14L5', 'CTSK', 'TNFAIP8L2', 'DFNB31', 'KRT8P12', 'MPP3', 'NQO2', 'PRMT2', 'ANKRD45', 'NAPA-AS1', 'CNPY2', 'ORMDL2', 'ELP3', 'FAM189A2', 'HYPK', 'LOC286052', 'MRPL47', 'ZNF2', 'ZNF354B', 'LAMTOR5', 'ECM1', 'GRP', 'HEXB', 'PTN', 'SRA1', 'HCCS', 'SCAMP5', 'TDRG1', 'LOC646214', 'ANKRD54', 'MGAT5', 'METTL6', 'RNF130', 'NUDT17', 'NINL', 'MYOZ2', 'SPTAN1', 'LOC149373', 'FILIP1L', 'NUDT14', 'ZNF322', 'PUS3', 'BRPF1', 'TGFB3', 'USP6', 'LINC00491', 'USP4', 'FBXW10', 'CPSF3', 'MID2', 'ATAD3B', 'TMEM252', 'CDC25C', 'NSFL1C', 'ITGA10', 'ARHGAP32', 'SPOCD1', 'MZF1', 'LRCH2', 'SYPL2', 'ERP27', 'NAAA', 'WBP1L', 'GLB1L', 'CASS4', 'PMS2P1', 'SREK1', 'EPHA1-AS1', 'TBC1D27', 'DPAGT1', 'LNP1', 'CD84', 'IHH', 'RFNG', 'SAYSD1', 'LOXL2', 'CXCL17', 'APEH', 'BCL2L14', 'FLJ33360', 'SCUBE2', 'C1ORF226', 'LOC286359', 'PRLH', 'ZIM2', 'SLC25A44', 'S1PR4', 'MAP3K9', 'ACSS1', 'BCL2L15', 'WHSC1L1', 'ARHGEF12', 'CPA4', 'DENND2D', 'EIF2B5', 'MAPKAPK5-AS1', 'KCND3', 'DESI2', 'ARHGEF17', 'DESI1', 'SLC30A2', 'CTPS2', 'INHBC', 'ESR1', 'FTSJ3', 'TBCA', 'LHX3', 'ZNF419', 'KRT37', 'SLC25A53', 'ZNF778', 'MAP3K14', 'FAM49B', 'DDX6', 'DOCK5', 'NRSN2', 'CALCA', 'LTBP2', 'CALHM1', 'ZMAT2', 'SSX3', 'GALNT5', 'LOC654342', 'MUC5AC', 'PARD3B', 'UPK1A', 'TPCN2', 'CLCN5', 'ITGB1BP1', 'AAK1', 'SCN4A', 'ATP13A4', 'MS4A1', 'RPL36AP52', 'SHANK2', 'TNRC6C', 'SHOX2', 'GTF3C4', 'C2ORF42', 'LAMC1', 'BRK1', 'FAM218A', 'LAMC2', 'DTX4', 'ERBB4', 'HRH3', 'KIAA0556', 'TOPBP1', 'FNIP2', 'FGA', 'PRKG2', 'LINC00593', 'AMN', 'DSP', 'GLRX5', 'LOC389247', 'TSTD1', 'H2AFY', 'KIAA1549L', 'PGM5-AS1', 'PLA2G16', 'P2RX6', 'FMNL3', 'DAAM2', 'POLR1B', 'THAP8', 'EIF3K', 'CTRB1', 'TAF8', 'MASP2', 'MAK16', 'ZMYND8', 'DCTN2', 'CCDC169', 'DNHD1', 'U2AF2', 'TSPAN13', 'SYNE2', 'CECR5', 'RPS6KA6', 'PRB4', 'TNNI2', 'DIP2C', 'BNIP1', 'DLEU7', 'Na']
